Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
771238,Men 25-34,Market Expansion,15 Days,Pinterest,0.04,$500.00,1.113595452664727,Miami,English,702,3268,1,Health,2022-09-09,Pulse Point
481462,Men 25-34,Brand Awareness,15 Days,Facebook,0.01,$500.00,2.05,Las Vegas,Spanish,1196,5063,6,Home,2022-07-07,Hearth Harmony
909985,Women 35-44,Product Launch,15 Days,Instagram,0.01,$500.00,1.53,New York,Spanish,1196,5063,1,Technology,2022-09-05,Pixel Pioneers
614864,Women 45-60,Market Expansion,15 Days,Instagram,0.02,$500.00,7.37,Las Vegas,English,1196,5063,1,Food,2022-10-16,Gastronomy Guild
736598,Women 45-60,Brand Awareness,15 Days,Facebook,0.03,$500.00,5.97,Las Vegas,Spanish,1196,5064,6,Fashion,2022-03-15,Trend Tailors
962851,Women 35-44,Increase Sales,15 Days,Twitter,0.09,$500.00,7.3,New York,English,1197,5064,8,Fashion,2022-05-12,Attire Artistry
959856,Men 25-34,Market Expansion,15 Days,Twitter,0.13,$500.00,7.42,Austin,English,1197,5065,2,Home,2022-06-19,Decor Dreams
970375,Men 25-34,Increase Sales,15 Days,Instagram,0.06,$500.00,1.31,Austin,English,1197,5065,3,Technology,2022-05-18,Cyber Circuit
166820,Men 35-44,Market Expansion,15 Days,Facebook,0.01,$500.00,4.38,New York,French,1197,5065,1,Health,2022-02-05,Pulse Point
355277,Women 18-24,Brand Awareness,15 Days,Twitter,0.08,$500.00,3.25,Las Vegas,English,1197,5066,10,Food,2022-04-10,Savor Street
444531,Women 45-60,Market Expansion,15 Days,Facebook,0.07,$500.00,2.86,Las Vegas,English,1197,5066,5,Health,2022-12-20,Elixir Essence
347758,Women 25-34,Product Launch,15 Days,Pinterest,0.07,$500.00,0.008937363183505,Austin,Spanish,703,3271,1,Fashion,2022-09-12,Chic Couture
270027,Women 25-34,Increase Sales,15 Days,Twitter,0.12,$500.00,0.46,Austin,French,1197,5067,2,Technology,2022-06-10,Silicon Saga
607716,Men 18-24,Increase Sales,15 Days,Pinterest,0.1,$500.00,0.1197606666589674,New York,English,703,3271,1,Technology,2022-12-20,Gadget Giants
551377,Women 45-60,Product Launch,15 Days,Instagram,0.05,$500.00,7.01,Las Vegas,Spanish,1198,5068,8,Technology,2022-04-26,Silicon Saga
398973,Women 45-60,Increase Sales,15 Days,Pinterest,0.07,$500.00,1.2905552436981265,Las Vegas,French,703,3272,1,Home,2022-11-06,Nest Neat
966541,Women 18-24,Brand Awareness,15 Days,Instagram,0.08,$500.00,2.28,Las Vegas,English,1198,5068,1,Fashion,2022-12-28,Trend Tailors
913284,Men 18-24,Increase Sales,15 Days,Instagram,0.07,$500.00,6.47,Austin,French,1198,5069,1,Home,2022-01-09,Cozy Corners
491685,Women 25-34,Market Expansion,15 Days,Twitter,0.12,$500.00,7.72,New York,Spanish,1198,5069,2,Health,2022-03-01,Heal Hub
361308,Women 45-60,Market Expansion,15 Days,Instagram,0.09,$500.00,7.53,Los Angeles,Spanish,1198,5070,5,Food,2022-02-10,Savor Street
347905,Women 18-24,Market Expansion,15 Days,Instagram,0.04,$500.00,2.31,Las Vegas,English,1199,5070,2,Technology,2022-02-01,Cyber Circuit
889441,Women 18-24,Brand Awareness,15 Days,Pinterest,0.1,$500.00,0.7650382885080308,Las Vegas,English,704,3273,1,Food,2022-06-09,Epicurean Edge
771450,All Ages,Increase Sales,15 Days,Twitter,0.13,$500.00,1.69,Miami,Spanish,1199,5071,1,Fashion,2022-09-04,Silk & Style
825719,Women 45-60,Brand Awareness,15 Days,Pinterest,0.04,$500.00,1.1207453432115309,Las Vegas,Spanish,704,3274,1,Home,2022-01-01,Homely Haven
762723,Men 35-44,Market Expansion,15 Days,Facebook,0.15,$500.00,7.41,Austin,English,1199,5072,8,Food,2022-10-16,Bistro Bliss
908572,Men 25-34,Market Expansion,15 Days,Instagram,0.12,$500.00,5.17,New York,French,1199,5072,9,Fashion,2022-02-09,Trend Tailors
608186,Men 45-60,Increase Sales,15 Days,Twitter,0.14,$500.00,0.52,Los Angeles,French,1199,5072,4,Home,2022-09-30,Cozy Corners
842918,Women 25-34,Brand Awareness,15 Days,Twitter,0.03,$500.00,5.65,Las Vegas,French,1199,5073,3,Technology,2022-05-12,Gadget Giants
227295,Women 45-60,Product Launch,15 Days,Instagram,0.14,$500.00,5.98,Miami,French,1200,5073,8,Technology,2022-12-12,Cyber Circuit
508120,Men 25-34,Increase Sales,15 Days,Pinterest,0.09,$500.00,1.0152844576461717,Miami,English,704,3275,1,Home,2022-06-17,Domestic Dream
520555,Women 18-24,Product Launch,15 Days,Twitter,0.1,$500.00,6.24,Las Vegas,French,1200,5074,10,Technology,2022-10-23,Tech Titans
318831,All Ages,Increase Sales,15 Days,Pinterest,0.08,$500.00,1.2369310645970963,New York,French,704,3275,1,Technology,2022-10-03,Cyber Circuit
895962,Men 25-34,Market Expansion,15 Days,Instagram,0.03,$500.00,2.25,Austin,English,1200,5075,4,Fashion,2022-10-15,Chic Couture
288767,Men 35-44,Product Launch,15 Days,Pinterest,0.09,$500.00,0.7900629054218448,Austin,Spanish,704,3276,1,Health,2022-05-14,Heal Hub
615753,Women 25-34,Increase Sales,15 Days,Facebook,0.06,$500.00,1.86,Las Vegas,English,1200,5075,4,Food,2022-05-08,Savor Street
310063,Women 25-34,Market Expansion,15 Days,Facebook,0.03,$500.00,1.83,Las Vegas,French,1200,5076,8,Fashion,2022-01-10,Fiber Fashion
864743,Men 25-34,Increase Sales,15 Days,Pinterest,0.09,$500.00,0.857986865616483,Las Vegas,French,705,3277,1,Food,2022-01-29,Gourmet Grove
849703,Men 18-24,Increase Sales,15 Days,Twitter,0.07,$500.00,4.92,Las Vegas,French,1201,5077,8,Home,2022-02-09,Dwell Delight
587421,Men 18-24,Product Launch,15 Days,Facebook,0.11,$500.00,7.62,Austin,Spanish,1201,5077,7,Food,2022-01-07,Culinary Quest
130187,All Ages,Market Expansion,15 Days,Pinterest,0.13,$500.00,1.404953492446991,Los Angeles,Spanish,705,3277,1,Fashion,2022-05-18,Runway Rebels
423150,Men 25-34,Brand Awareness,15 Days,Pinterest,0.13,$500.00,0.1537226467562865,Miami,English,705,3278,1,Health,2022-02-28,Well Wish
935684,Men 25-34,Brand Awareness,15 Days,Pinterest,0.13,$500.00,0.6202530049352493,Miami,French,705,3278,1,Food,2022-07-15,Palate Paradise
522674,Women 25-34,Increase Sales,15 Days,Pinterest,0.1,$500.00,0.7632508158713296,Las Vegas,French,705,3279,1,Fashion,2022-10-11,Attire Artistry
407454,Women 25-34,Market Expansion,15 Days,Pinterest,0.08,$500.00,0.7042642188601965,Miami,Spanish,705,3279,1,Health,2022-01-18,Elixir Essence
867839,Women 35-44,Market Expansion,15 Days,Facebook,0.12,$500.00,5.55,New York,English,1202,5079,1,Fashion,2022-10-20,Vogue Visions
222225,Men 18-24,Increase Sales,15 Days,Twitter,0.07,$500.00,4.24,New York,Spanish,1202,5080,1,Fashion,2022-05-31,Fiber Fashion
988167,Women 18-24,Product Launch,15 Days,Pinterest,0.13,$500.00,1.390653711353383,Los Angeles,English,705,3279,1,Health,2022-07-10,Aura Align
411345,Men 25-34,Product Launch,15 Days,Instagram,0.11,$500.00,6.73,Las Vegas,English,1202,5081,4,Home,2022-03-31,Furnish Fine
787554,Women 25-34,Increase Sales,15 Days,Instagram,0.01,$500.00,3.85,New York,French,1202,5081,9,Health,2022-11-28,Fitness Front
922611,Women 18-24,Brand Awareness,15 Days,Instagram,0.14,$500.00,1.84,Las Vegas,French,1202,5081,8,Health,2022-06-17,Wellness Waves
334818,Women 18-24,Product Launch,15 Days,Instagram,0.1,$500.00,3.42,Las Vegas,Spanish,1202,5082,6,Home,2022-10-10,Domestic Dream
113360,Women 18-24,Market Expansion,15 Days,Pinterest,0.07,$500.00,0.5344543183736009,Miami,English,706,3281,1,Food,2022-03-02,Nosh Nirvana
714916,Women 45-60,Market Expansion,15 Days,Twitter,0.11,$500.00,0.91,Miami,English,1203,5082,10,Technology,2022-11-16,Pixel Pioneers
945244,Men 35-44,Increase Sales,15 Days,Facebook,0.15,$500.00,1.4,Miami,Spanish,1203,5083,9,Health,2022-07-30,Well Wish
548371,Women 25-34,Increase Sales,15 Days,Instagram,0.05,$500.00,3.73,New York,English,1203,5083,2,Home,2022-04-29,Living Luxe
987963,Women 18-24,Increase Sales,15 Days,Facebook,0.06,$500.00,5.93,Austin,French,1203,5084,3,Technology,2022-03-13,Giga Geeks
523326,Women 25-34,Product Launch,15 Days,Instagram,0.06,$500.00,6.74,Los Angeles,English,1203,5084,10,Food,2022-01-20,Dine Divine
209572,Women 25-34,Product Launch,15 Days,Instagram,0.06,$500.00,0.72,Miami,English,1203,5084,3,Health,2022-04-03,Aura Align
567214,All Ages,Product Launch,15 Days,Twitter,0.09,$500.00,2.34,New York,English,1204,5085,7,Home,2022-02-05,Living Luxe
974733,Women 18-24,Product Launch,15 Days,Pinterest,0.03,$500.00,0.9491479700882344,Las Vegas,Spanish,707,3283,1,Fashion,2022-03-09,Mode Maven
238505,Women 45-60,Product Launch,15 Days,Twitter,0.03,$500.00,6.42,Las Vegas,French,1204,5086,7,Health,2022-05-23,Balance Beam
674864,Men 25-34,Market Expansion,15 Days,Twitter,0.12,$500.00,4.11,Miami,English,1204,5086,8,Health,2022-02-18,Well Wish
401991,Women 25-34,Market Expansion,15 Days,Pinterest,0.11,$500.00,0.7364387263208146,Austin,French,707,3283,1,Food,2022-12-18,Nosh Nirvana
638037,Men 18-24,Product Launch,15 Days,Instagram,0.13,$500.00,5.97,New York,French,1204,5087,3,Home,2022-05-12,Nest Neat
227104,Women 45-60,Brand Awareness,15 Days,Twitter,0.06,$500.00,1.61,Las Vegas,English,1204,5087,8,Health,2022-11-29,Heal Hub
203812,Women 25-34,Market Expansion,15 Days,Pinterest,0.1,$500.00,0.7239264178639075,Austin,Spanish,707,3285,1,Food,2022-09-29,Bistro Bliss
794275,All Ages,Brand Awareness,15 Days,Facebook,0.13,$500.00,4.53,New York,English,1205,5088,8,Health,2022-07-18,Elixir Essence
727072,All Ages,Market Expansion,15 Days,Twitter,0.05,$500.00,7.33,Las Vegas,English,1205,5088,8,Home,2022-12-20,Living Luxe
393366,All Ages,Increase Sales,15 Days,Instagram,0.06,$500.00,5.48,Miami,French,1205,5089,10,Technology,2022-07-21,Cyber Circuit
944872,Women 45-60,Increase Sales,15 Days,Twitter,0.12,$500.00,0.83,Miami,Spanish,1205,5089,10,Fashion,2022-05-25,Glam Garments
326731,Women 25-34,Brand Awareness,15 Days,Facebook,0.08,$500.00,6.73,New York,French,1205,5090,5,Technology,2022-02-10,Giga Geeks
396856,Men 25-34,Brand Awareness,15 Days,Pinterest,0.01,$500.00,0.6417026765756613,Austin,French,707,3286,1,Home,2022-12-29,Hearth Harmony
904937,Women 25-34,Market Expansion,15 Days,Twitter,0.01,$500.00,7.12,Miami,Spanish,1205,5090,7,Fashion,2022-01-16,Runway Rebels
626274,Men 35-44,Brand Awareness,15 Days,Instagram,0.05,$500.00,4.74,Miami,Spanish,1205,5091,3,Food,2022-08-26,Gastronomy Guild
168543,Men 18-24,Increase Sales,15 Days,Facebook,0.05,$500.00,0.46,Los Angeles,English,1206,5091,6,Food,2022-03-31,Epicurean Edge
910485,Men 45-60,Market Expansion,15 Days,Twitter,0.06,$500.00,2.92,New York,English,1206,5091,4,Technology,2022-04-21,Tech Titans
529957,Men 25-34,Market Expansion,15 Days,Instagram,0.14,$500.00,7.15,Austin,Spanish,1206,5092,3,Home,2022-03-10,Living Luxe
653143,Women 18-24,Product Launch,15 Days,Pinterest,0.1,$500.00,0.836537193976071,Austin,Spanish,708,3287,1,Home,2022-06-14,Cozy Corners
758880,Women 35-44,Product Launch,15 Days,Pinterest,0.01,$500.00,0.8776490646201941,New York,French,708,3288,1,Fashion,2022-01-01,Style Sphere
341467,Women 45-60,Product Launch,15 Days,Twitter,0.09,$500.00,3.92,Miami,English,1206,5093,8,Fashion,2022-07-26,Chic Couture
596486,Women 18-24,Brand Awareness,15 Days,Instagram,0.14,$500.00,1.07,Los Angeles,English,1206,5093,2,Health,2022-06-13,Heal Hub
480194,Women 18-24,Product Launch,15 Days,Twitter,0.03,$500.00,6.9,Los Angeles,Spanish,1207,5094,9,Food,2022-03-19,Feast Flavors
574230,Men 18-24,Product Launch,15 Days,Twitter,0.07,$500.00,7.46,Austin,French,1207,5094,7,Home,2022-12-20,Dwell Delight
735202,Men 35-44,Market Expansion,15 Days,Instagram,0.13,$500.00,7.58,Las Vegas,English,1207,5095,8,Technology,2022-09-27,Pixel Pioneers
623842,Men 45-60,Increase Sales,15 Days,Facebook,0.01,$500.00,6.92,Austin,Spanish,1207,5095,9,Technology,2022-07-23,Silicon Saga
776897,Women 45-60,Increase Sales,15 Days,Twitter,0.14,$500.00,7.15,Miami,Spanish,1207,5095,3,Fashion,2022-11-24,Fiber Fashion
828940,Women 18-24,Product Launch,15 Days,Facebook,0.14,$500.00,0.78,Miami,English,1207,5096,9,Health,2022-07-30,Pulse Point
894715,Men 35-44,Market Expansion,15 Days,Facebook,0.03,$500.00,1.19,Austin,English,1207,5096,6,Health,2022-01-08,Pulse Point
797189,Women 35-44,Brand Awareness,15 Days,Pinterest,0.04,$500.00,0.7578883979612268,Las Vegas,Spanish,708,3290,1,Health,2022-10-07,Balance Beam
415044,Men 25-34,Market Expansion,15 Days,Instagram,0.1,$500.00,7.66,New York,Spanish,1208,5097,1,Food,2022-05-20,Gourmet Grove
625894,Women 35-44,Brand Awareness,15 Days,Instagram,0.03,$500.00,1.54,Los Angeles,English,1208,5097,3,Home,2022-04-14,Domestic Dream
613007,Men 45-60,Brand Awareness,15 Days,Instagram,0.08,$500.00,3.21,New York,French,1208,5098,1,Fashion,2022-08-12,Vogue Visions
882800,Men 35-44,Product Launch,15 Days,Instagram,0.1,$500.00,5.38,Las Vegas,English,1208,5098,1,Fashion,2022-02-19,Glam Garments
204627,All Ages,Brand Awareness,15 Days,Pinterest,0.04,$500.00,0.0285995621872161,New York,Spanish,709,3291,1,Food,2022-09-27,Palate Paradise
239809,Women 45-60,Market Expansion,15 Days,Facebook,0.1,$500.00,1.75,Miami,French,1208,5099,2,Fashion,2022-05-23,Chic Couture
166883,Women 25-34,Market Expansion,15 Days,Instagram,0.1,$500.00,7.67,Las Vegas,Spanish,1208,5099,1,Home,2022-12-09,Decor Dreams
705496,Women 35-44,Product Launch,15 Days,Facebook,0.07,$500.00,6.94,Miami,French,1209,5100,4,Food,2022-01-03,Savor Street
685943,Men 18-24,Market Expansion,15 Days,Facebook,0.02,$500.00,0.06,Las Vegas,French,1209,5100,1,Technology,2022-08-01,Code Crafters
213585,Women 25-34,Brand Awareness,15 Days,Instagram,0.13,$500.00,5.07,Las Vegas,Spanish,1209,5100,3,Technology,2022-11-01,Innovate Infinity
681771,Men 45-60,Market Expansion,15 Days,Twitter,0.09,$500.00,5.57,Las Vegas,English,1209,5101,10,Home,2022-03-28,Decor Dreams
924506,Men 25-34,Increase Sales,15 Days,Instagram,0.05,$500.00,3.49,New York,French,1209,5101,2,Home,2022-08-28,Cozy Corners
913630,Men 45-60,Increase Sales,15 Days,Pinterest,0.05,$500.00,0.8883739004404001,Miami,English,710,3294,1,Fashion,2022-10-08,Glam Garments
207222,Women 18-24,Brand Awareness,15 Days,Pinterest,0.06,$500.00,0.2037718805839147,Las Vegas,English,710,3294,1,Technology,2022-11-23,Gadget Giants
698031,Women 25-34,Market Expansion,15 Days,Twitter,0.13,$500.00,7.77,New York,English,1209,5102,6,Food,2022-02-02,Nosh Nirvana
485757,All Ages,Product Launch,15 Days,Facebook,0.03,$500.00,7.51,New York,Spanish,1210,5103,3,Fashion,2022-02-02,Style Sphere
505453,Men 35-44,Product Launch,15 Days,Twitter,0.02,$500.00,4.2,Los Angeles,French,1210,5103,2,Food,2022-04-04,Dine Divine
299483,Women 45-60,Increase Sales,15 Days,Facebook,0.05,$500.00,6.47,Los Angeles,Spanish,1210,5104,8,Health,2022-03-04,Heal Hub
656286,Men 18-24,Product Launch,15 Days,Facebook,0.07,$500.00,3.74,New York,Spanish,1210,5104,6,Fashion,2022-09-05,Silk & Style
785836,All Ages,Increase Sales,15 Days,Pinterest,0.07,$500.00,0.6077406964783422,Los Angeles,Spanish,710,3295,1,Home,2022-07-08,Hearth Harmony
257673,Women 18-24,Brand Awareness,15 Days,Facebook,0.1,$500.00,7.45,Austin,English,1210,5105,8,Food,2022-02-25,Savor Street
963183,Men 18-24,Increase Sales,15 Days,Facebook,0.08,$500.00,0.85,Austin,French,1210,5105,2,Home,2022-08-23,Living Luxe
261045,Men 45-60,Market Expansion,15 Days,Instagram,0.08,$500.00,0.36,Austin,Spanish,1211,5106,6,Health,2022-08-27,Wellness Waves
944206,Women 45-60,Brand Awareness,15 Days,Facebook,0.11,$500.00,2.48,New York,English,1211,5106,5,Health,2022-11-22,Wellness Waves
223543,Women 45-60,Brand Awareness,15 Days,Pinterest,0.11,$500.00,0.6327653133921562,Las Vegas,French,711,3296,1,Home,2022-04-03,Furnish Fine
878800,Men 45-60,Increase Sales,15 Days,Pinterest,0.13,$500.00,1.086783363114212,Las Vegas,English,711,3297,1,Home,2022-10-23,Domestic Dream
830229,Women 25-34,Product Launch,15 Days,Twitter,0.06,$500.00,4.0,Austin,Spanish,1211,5107,3,Technology,2022-03-20,NexGen Nerds
503082,Men 35-44,Product Launch,15 Days,Instagram,0.11,$500.00,1.93,Miami,English,1211,5107,6,Health,2022-06-27,Wellness Waves
709909,Men 25-34,Product Launch,15 Days,Twitter,0.08,$500.00,6.24,Los Angeles,French,1211,5108,7,Home,2022-12-04,Decor Dreams
650989,Men 25-34,Brand Awareness,15 Days,Pinterest,0.01,$500.00,0.3807316716173143,Los Angeles,Spanish,711,3297,1,Food,2022-08-25,Epicurean Edge
282018,All Ages,Increase Sales,15 Days,Pinterest,0.14,$500.00,1.145769960125345,Las Vegas,Spanish,711,3298,1,Health,2022-07-05,Balance Beam
211045,Men 35-44,Brand Awareness,15 Days,Facebook,0.04,$500.00,1.05,Austin,English,1212,5109,5,Technology,2022-04-08,Quantum Quirks
536410,Men 35-44,Brand Awareness,15 Days,Facebook,0.08,$500.00,6.51,Las Vegas,Spanish,1212,5109,2,Technology,2022-03-01,Pixel Pioneers
481813,Men 18-24,Increase Sales,15 Days,Instagram,0.13,$500.00,1.59,Austin,French,1212,5110,9,Home,2022-09-29,Homely Haven
860479,Women 45-60,Market Expansion,15 Days,Twitter,0.12,$500.00,1.72,New York,English,1212,5110,5,Home,2022-06-12,Cozy Corners
796739,Women 25-34,Market Expansion,15 Days,Facebook,0.05,$500.00,5.4,Austin,English,1212,5111,10,Health,2022-03-27,Vital Vigor
561262,Women 35-44,Market Expansion,15 Days,Instagram,0.15,$500.00,1.48,Las Vegas,English,1212,5111,10,Technology,2022-04-02,NexGen Nerds
754856,Men 25-34,Product Launch,15 Days,Pinterest,0.08,$500.00,0.3557070547035003,Los Angeles,English,711,3299,1,Technology,2022-01-13,Cyber Circuit
132245,Women 45-60,Product Launch,15 Days,Facebook,0.13,$500.00,4.43,Austin,French,1213,5112,7,Home,2022-01-05,Space Spruce
713364,Women 45-60,Increase Sales,15 Days,Instagram,0.12,$500.00,5.86,New York,English,1213,5112,3,Technology,2022-06-04,Gadget Giants
378896,Women 25-34,Brand Awareness,15 Days,Pinterest,0.05,$500.00,0.1823222089435026,New York,English,712,3301,1,Home,2022-12-02,Homely Haven
882873,Men 35-44,Increase Sales,15 Days,Pinterest,0.04,$500.00,1.1743695223125612,Las Vegas,English,712,3301,1,Health,2022-04-09,Aura Align
157834,Women 35-44,Increase Sales,15 Days,Twitter,0.04,$500.00,3.97,New York,French,1213,5113,2,Food,2022-08-29,Bistro Bliss
591358,Women 25-34,Market Expansion,15 Days,Pinterest,0.08,$500.00,1.345966895435858,Las Vegas,French,712,3301,1,Food,2022-08-04,Feast Flavors
876827,Men 45-60,Increase Sales,15 Days,Pinterest,0.05,$500.00,0.1465727562094825,Austin,Spanish,712,3301,1,Home,2022-09-25,Hearth Harmony
761404,Men 45-60,Brand Awareness,15 Days,Pinterest,0.08,$500.00,0.0393243980074221,Los Angeles,Spanish,713,3301,1,Fashion,2022-02-26,Chic Couture
705366,Women 25-34,Brand Awareness,15 Days,Pinterest,0.13,$500.00,0.4003938706210254,Las Vegas,French,713,3302,1,Home,2022-07-14,Decor Dreams
976730,Men 18-24,Increase Sales,15 Days,Twitter,0.15,$500.00,0.92,Las Vegas,Spanish,1214,5115,6,Fashion,2022-03-24,Style Sphere
954603,Women 18-24,Brand Awareness,15 Days,Facebook,0.15,$500.00,3.92,Austin,English,1214,5116,8,Technology,2022-02-08,Code Crafters
656186,Women 18-24,Increase Sales,15 Days,Instagram,0.11,$500.00,0.76,Los Angeles,Spanish,1214,5116,5,Home,2022-01-27,Space Spruce
814327,Women 18-24,Market Expansion,15 Days,Instagram,0.08,$500.00,0.27,Miami,Spanish,1214,5116,2,Home,2022-03-02,Space Spruce
158780,Men 35-44,Brand Awareness,15 Days,Twitter,0.12,$500.00,2.43,Los Angeles,French,1214,5117,6,Technology,2022-04-03,Gadget Giants
848669,All Ages,Increase Sales,15 Days,Facebook,0.13,$500.00,4.38,Las Vegas,English,1214,5117,7,Fashion,2022-04-26,Glam Garments
103386,All Ages,Market Expansion,15 Days,Twitter,0.15,$500.00,7.37,New York,Spanish,1215,5118,6,Food,2022-06-08,Dine Divine
906147,Women 35-44,Increase Sales,15 Days,Facebook,0.08,$500.00,2.61,New York,Spanish,1215,5118,8,Health,2022-08-22,Wellness Waves
189007,Men 25-34,Brand Awareness,15 Days,Facebook,0.07,$500.00,0.68,New York,Spanish,1215,5118,2,Food,2022-09-25,Palate Paradise
841820,Men 35-44,Brand Awareness,15 Days,Instagram,0.05,$500.00,6.72,Austin,Spanish,1215,5119,10,Health,2022-06-15,Balance Beam
658072,Women 45-60,Brand Awareness,15 Days,Facebook,0.06,$500.00,5.53,Austin,Spanish,1215,5119,6,Home,2022-11-24,Space Spruce
733654,Men 25-34,Increase Sales,15 Days,Pinterest,0.05,$500.00,1.2977051342449306,Austin,Spanish,713,3305,1,Health,2022-09-14,Vital Vigor
486273,Men 25-34,Market Expansion,15 Days,Pinterest,0.05,$500.00,0.021449671640412,Los Angeles,French,713,3305,1,Health,2022-03-21,Aura Align
273008,Men 18-24,Product Launch,15 Days,Facebook,0.13,$500.00,5.74,Austin,English,1216,5120,2,Home,2022-08-22,Hearth Harmony
374734,Women 35-44,Market Expansion,15 Days,Facebook,0.09,$500.00,2.93,Las Vegas,French,1216,5121,7,Health,2022-07-02,Well Wish
808404,Men 45-60,Brand Awareness,15 Days,Pinterest,0.08,$500.00,0.9491479700882344,Miami,English,714,3306,1,Fashion,2022-05-06,Fiber Fashion
152318,Women 18-24,Brand Awareness,15 Days,Pinterest,0.11,$500.00,0.9831099501855536,Los Angeles,Spanish,714,3306,1,Food,2022-07-06,Gastronomy Guild
867123,Men 35-44,Increase Sales,15 Days,Twitter,0.02,$500.00,1.06,Austin,English,1216,5122,5,Health,2022-11-22,Elixir Essence
338539,All Ages,Brand Awareness,15 Days,Instagram,0.08,$500.00,2.33,Las Vegas,Spanish,1216,5122,7,Fashion,2022-02-12,Mode Maven
381080,Men 18-24,Increase Sales,15 Days,Twitter,0.05,$500.00,6.62,Las Vegas,Spanish,1216,5123,9,Fashion,2022-08-13,Silk & Style
431826,Women 25-34,Increase Sales,15 Days,Instagram,0.02,$500.00,7.48,New York,French,1216,5123,5,Food,2022-10-08,Epicurean Edge
779052,Women 25-34,Increase Sales,15 Days,Twitter,0.05,$500.00,1.62,Miami,Spanish,1217,5123,9,Food,2022-11-02,Epicurean Edge
750369,Men 35-44,Product Launch,15 Days,Pinterest,0.09,$500.00,0.0518367064643291,New York,French,714,3308,1,Fashion,2022-08-05,Mode Maven
838835,Women 18-24,Product Launch,15 Days,Facebook,0.13,$500.00,1.73,Los Angeles,Spanish,1217,5124,5,Food,2022-09-07,Bistro Bliss
141422,All Ages,Brand Awareness,15 Days,Twitter,0.13,$500.00,5.02,Las Vegas,Spanish,1217,5125,8,Fashion,2022-07-18,Fiber Fashion
271126,Women 25-34,Product Launch,15 Days,Facebook,0.08,$500.00,7.75,New York,Spanish,1217,5125,10,Health,2022-11-25,Balance Beam
635042,Men 45-60,Brand Awareness,15 Days,Instagram,0.08,$500.00,2.76,Austin,French,1217,5125,8,Fashion,2022-12-30,Glam Garments
341407,Women 35-44,Product Launch,15 Days,Instagram,0.07,$500.00,1.67,Las Vegas,French,1217,5126,3,Food,2022-09-15,Gourmet Grove
643242,Women 18-24,Product Launch,15 Days,Facebook,0.02,$500.00,5.96,Miami,French,1217,5126,4,Home,2022-09-15,Domestic Dream
139906,Women 25-34,Market Expansion,15 Days,Pinterest,0.05,$500.00,0.4897675024560757,Austin,English,715,3310,1,Home,2022-09-04,Hearth Harmony
983554,Men 35-44,Brand Awareness,15 Days,Twitter,0.13,$500.00,6.57,Miami,English,1218,5127,2,Health,2022-04-11,Well Wish
590582,Men 45-60,Brand Awareness,15 Days,Facebook,0.13,$500.00,5.65,Miami,Spanish,1218,5127,10,Technology,2022-05-18,Code Crafters
625937,Women 18-24,Product Launch,15 Days,Instagram,0.06,$500.00,6.83,Los Angeles,English,1218,5128,9,Home,2022-03-25,Cozy Corners
931843,All Ages,Increase Sales,15 Days,Instagram,0.04,$500.00,7.6,New York,French,1218,5128,3,Food,2022-01-19,Dine Divine
294042,Men 18-24,Market Expansion,15 Days,Twitter,0.08,$500.00,4.13,Austin,French,1218,5129,5,Food,2022-01-09,Palate Paradise
848059,Men 35-44,Product Launch,15 Days,Instagram,0.07,$500.00,2.63,Las Vegas,Spanish,1218,5129,2,Home,2022-02-01,Domestic Dream
863070,Men 35-44,Product Launch,15 Days,Twitter,0.09,$500.00,3.9,New York,Spanish,1219,5129,7,Health,2022-10-03,Aura Align
431538,Women 45-60,Product Launch,15 Days,Twitter,0.08,$500.00,1.03,Los Angeles,French,1219,5130,4,Health,2022-03-23,Well Wish
572999,Men 18-24,Product Launch,15 Days,Pinterest,0.03,$500.00,0.3592819999769022,Los Angeles,English,715,3312,1,Food,2022-01-09,Feast Flavors
243932,Women 35-44,Market Expansion,15 Days,Facebook,0.03,$500.00,1.5,Las Vegas,Spanish,1219,5130,5,Home,2022-11-02,Nest Neat
314611,Men 25-34,Brand Awareness,15 Days,Twitter,0.12,$500.00,6.11,Austin,Spanish,1219,5131,8,Health,2022-09-10,Well Wish
334606,Men 25-34,Brand Awareness,15 Days,Facebook,0.07,$500.00,1.54,Miami,French,1219,5131,10,Home,2022-05-23,Living Luxe
286093,All Ages,Product Launch,15 Days,Twitter,0.04,$500.00,1.47,Austin,Spanish,1219,5132,7,Health,2022-06-27,Pulse Point
730340,Women 18-24,Brand Awareness,15 Days,Facebook,0.13,$500.00,6.37,Austin,English,1219,5132,6,Fashion,2022-07-01,Attire Artistry
933355,Men 35-44,Product Launch,15 Days,Pinterest,0.1,$500.00,0.2538211144115428,Las Vegas,Spanish,716,3313,1,Fashion,2022-07-02,Runway Rebels
627544,Women 35-44,Increase Sales,15 Days,Twitter,0.09,$500.00,7.96,Los Angeles,English,1220,5133,5,Health,2022-05-11,Wellness Waves
623912,Men 25-34,Increase Sales,15 Days,Instagram,0.04,$500.00,5.12,Los Angeles,Spanish,1220,5133,8,Health,2022-05-13,Wellness Waves
554602,Women 45-60,Increase Sales,15 Days,Twitter,0.03,$500.00,6.39,Miami,English,1220,5134,10,Technology,2022-04-17,Cyber Circuit
